,tissue,cluster,cluster_name,subcluster,full_name,num_cells
586,P60Thalamus,4,Endothelial_Stalk_Flt1,4-4,Endothelial_Stalk.Flt1.Vwf,315
587,P60Thalamus,5,Mural_Rgs5Acta2,5-1,Mural.Rgs5Acta2.Cnn1,494
588,P60Thalamus,5,Mural_Rgs5Acta2,5-2,Mural.Rgs5Acta2.Car4,473
589,P60Thalamus,6,Endothelial_Tip_Dcn,6-1,Endothelial_Tip.Dcn,111
590,P60Thalamus,6,Endothelial_Tip_Dcn,6-2,Endothelial_Tip.Dcn.Nenf,92
591,P60Thalamus,7,Microglia_Macrophage_C1qb,7-1,Macrophage.C1qb.Mrc1,85
592,P60Thalamus,7,Microglia_Macrophage_C1qb,7-2,Microglia.C1qb.Tmem119,116
593,P60Thalamus,8,Oligodendrocyte_Tfr,8-1,Oligodendrocyte.Trf.Klk6,1556
594,P60Thalamus,8,Oligodendrocyte_Tfr,8-2,Oligodendrocyte.Trf.Il33,11530
595,P60Thalamus,8,Oligodendrocyte_Tfr,8-3,Oligodendrocyte.Trf.Ctps,871
596,P60Thalamus,8,Oligodendrocyte_Tfr,8-4,Oligodendrocyte.Trf.Ndrg2,486
597,P60Thalamus,9,Oligodendrocyte_Mbp,9-1,Oligodendrocyte.Trf.Ndrg2,158
598,P60Thalamus,10,Ependyma_Ccd153,10-1,Ependymal.Ccdc153,376
599,P60Thalamus,11,Astrocyte_Gja1,11-1,Astrocyte.Gja1.Myoc,71
600,P60Thalamus,11,Astrocyte_Gja1,11-2,Astrocyte.Gja1.Vegfa,901
601,P60Thalamus,12,Polydendrocyte_Tnr,12-1,Polydendrocyte.Tnr.Pdgfa,113
602,P60Thalamus,12,Polydendrocyte_Tnr,12-2,Polydendrocyte.Tnr.Ctps,108
603,P60Thalamus,12,Polydendrocyte_Tnr,12-3,Polydendrocyte.Tnr.Bmp4,159
604,P60Thalamus,12,Polydendrocyte_Tnr,12-4,Polydendrocyte.Tnr.Cspg5,53
605,P60Thalamus,13,Polydendrocytes_Cacng4,NA,NA,NA
606,P60Thalamus,14,Bcell_Cd74,NA,NA,NA
607,P60Thalamus,15,Mitosis_MkI67,NA,NA,NA
