,tissue,cluster,cluster_name,subcluster,full_name,num_cells
341,P60Hippocampus,1,Interneuron_Gad2,1-14,Gad1Gad2_Id2.Bcl11b,304
342,P60Hippocampus,1,Interneuron_Gad2,1-15,Gad1Gad2_Id2.Prlr,171
343,P60Hippocampus,1,Interneuron_Gad2,1-16,Gad1Gad2_Htr3a.Nnat,63
344,P60Hippocampus,1,Interneuron_Gad2,1-17,Gad1Gad2Chat_Htr3a.Chat,179
345,P60Hippocampus,1,Interneuron_Gad2,1-18,Gad1Gad2_Htr3a.Phlda1,101
346,P60Hippocampus,1,Interneuron_Gad2,1-19,Gad1Gad2_Htr3a.Efba5,42
347,P60Hippocampus,1,Interneuron_Gad2,1-20,Gad1Gad2_Htr3a.Cpne5,84
348,P60Hippocampus,1,Interneuron_Gad2,1-21,Gad1Gad2_Htr3a.Ecel1,73
349,P60Hippocampus,1,Interneuron_Gad2,1-22,Gad1Gad2_Htr3a.Ibsp,86
350,P60Hippocampus,1,Interneuron_Gad2,1-23,Gad1Gad2_Htr3a.Krt73,153
351,P60Hippocampus,1,Interneuron_Gad2,1-24,Gad1Gad2Slc17a8_Htr3a.Ktcd12,148
352,P60Hippocampus,1,Interneuron_Gad2,1-25,Gad1Gad2_Htr3a.Chrm2,52
353,P60Hippocampus,1,Interneuron_Gad2,1-26,Gad1Gad2_Htr3a.Htr1b,101
354,P60Hippocampus,1,Interneuron_Gad2,1-27,Gad1Gad2_Htr3a.Sema3c,49
355,P60Hippocampus,2,Neuron_Subiculum_Slc17a6,2-1,Neuron.Slc17a7.Cbln4,196
356,P60Hippocampus,2,Neuron_Subiculum_Slc17a6,2-2,Neuron.Slc17a6.Htr1a,187
357,P60Hippocampus,2,Neuron_Subiculum_Slc17a6,2-3,Neuron.Slc17a6.Nts,150
358,P60Hippocampus,2,Neuron_Subiculum_Slc17a6,2-4,Neuron.Slc17a6.Nnat,105
359,P60Hippocampus,2,Neuron_Subiculum_Slc17a6,2-5,Neuron.Slc17a6.Nell1,854
360,P60Hippocampus,2,Neuron_Subiculum_Slc17a6,2-6,Neuron.Slc17a6.Nefm,864
361,P60Hippocampus,2,Neuron_Subiculum_Slc17a6,2-7,Neuron.Slc17a6.Grp,731
362,P60Hippocampus,3,Neuron_Subiculum_Entorhinal_Nxph3,3-1,Neuron.Slc17a7-Slc17a6.Nxph3-Nts,107
363,P60Hippocampus,3,Neuron_Subiculum_Entorhinal_Nxph3,3-2,Neuron.Slc17a7-Slc17a6.Nxph3-Cbln2-Htr2c,269
364,P60Hippocampus,3,Neuron_Subiculum_Entorhinal_Nxph3,3-3,Neuron.Slc17a7-Slc17a6.Nxph3-Cbln2-Kcnh8,240
365,P60Hippocampus,3,Neuron_Subiculum_Entorhinal_Nxph3,3-4,Neuron.Slc17a7.Nxph3-Hpcal1-Tpbg,15
366,P60Hippocampus,3,Neuron_Subiculum_Entorhinal_Nxph3,3-5,Neuron.Slc17a7.Nxph3-Hpcal1-Fos,27
367,P60Hippocampus,3,Neuron_Subiculum_Entorhinal_Nxph3,3-6,Neuron.Slc17a7.Nxph3-Hpcal-Igfbp4,549
368,P60Hippocampus,3,Neuron_Subiculum_Entorhinal_Nxph3,3-7,Neuron.Slc17a7.Nxph3-Hpcal-Krt12,379
369,P60Hippocampus,3,Neuron_Subiculum_Entorhinal_Nxph3,3-8,Neuron.Slc17a7.Nxph3-Cplx3-Hs6st2,131
370,P60Hippocampus,3,Neuron_Subiculum_Entorhinal_Nxph3,3-9,Neuron.Slc17a7.Nxph3-Cplx3-Pappa2,51
371,P60Hippocampus,3,Neuron_Subiculum_Entorhinal_Nxph3,3-10,Neuron.Slc17a7.Nxph3-Sema3c,398
372,P60Hippocampus,3,Neuron_Subiculum_Entorhinal_Nxph3,3-11,Neuron.Slc17a7.Nxph3-Ajap1,57
373,P60Hippocampus,4,Neuron_Dentate_C1ql2,4-1,Neuron.Slc17a7.C1ql2-Cck,11727
374,P60Hippocampus,4,Neuron_Dentate_C1ql2,4-2,Neuron.Slc17a7.C1ql2-Penk,1538
375,P60Hippocampus,5,Neuron_CA1_Subiculum_Postsubiculum_Entorhinal_Fibcd1-Dcn-Cbln1-Ptgfr-Fezf2,5-1,Neuron.Slc17a7.Fibcd1-Lypd1,3088
376,P60Hippocampus,5,Neuron_CA1_Subiculum_Postsubiculum_Entorhinal_Fibcd1-Dcn-Cbln1-Ptgfr-Fezf2,5-2,Neuron.Slc17a7.Fibcd1-Nrip3,500
377,P60Hippocampus,5,Neuron_CA1_Subiculum_Postsubiculum_Entorhinal_Fibcd1-Dcn-Cbln1-Ptgfr-Fezf2,5-3,Neuron.Slc17a7.Fibcd1-Nptx2,621
378,P60Hippocampus,5,Neuron_CA1_Subiculum_Postsubiculum_Entorhinal_Fibcd1-Dcn-Cbln1-Ptgfr-Fezf2,5-4,Neuron.Slc17a7.Fibcd1-Kitl,588
379,P60Hippocampus,5,Neuron_CA1_Subiculum_Postsubiculum_Entorhinal_Fibcd1-Dcn-Cbln1-Ptgfr-Fezf2,5-5,Neuron.Slc17a7.Fibcd1-Grm5,74
380,P60Hippocampus,5,Neuron_CA1_Subiculum_Postsubiculum_Entorhinal_Fibcd1-Dcn-Cbln1-Ptgfr-Fezf2,5-6,Neuron.Slc17a7.Dcn-Pou3f1,1556
381,P60Hippocampus,5,Neuron_CA1_Subiculum_Postsubiculum_Entorhinal_Fibcd1-Dcn-Cbln1-Ptgfr-Fezf2,5-7,Neuron.Slc17a7.FIbcd1-Inhba,406
382,P60Hippocampus,5,Neuron_CA1_Subiculum_Postsubiculum_Entorhinal_Fibcd1-Dcn-Cbln1-Ptgfr-Fezf2,5-8,Neuron.Slc17a7.Fibcd1-Fos,144
383,P60Hippocampus,5,Neuron_CA1_Subiculum_Postsubiculum_Entorhinal_Fibcd1-Dcn-Cbln1-Ptgfr-Fezf2,5-9,Neuron.Slc17a7.Dcn-Camk2d,156
384,P60Hippocampus,5,Neuron_CA1_Subiculum_Postsubiculum_Entorhinal_Fibcd1-Dcn-Cbln1-Ptgfr-Fezf2,5-10,Neuron.Slc17a7.Reln,56
385,P60Hippocampus,5,Neuron_CA1_Subiculum_Postsubiculum_Entorhinal_Fibcd1-Dcn-Cbln1-Ptgfr-Fezf2,5-11,Neuron.Slc17a7.Cbln1-Gpr88,787
386,P60Hippocampus,5,Neuron_CA1_Subiculum_Postsubiculum_Entorhinal_Fibcd1-Dcn-Cbln1-Ptgfr-Fezf2,5-12,Neuron.Slc17a7.Cbln1-Trps1,80
387,P60Hippocampus,5,Neuron_CA1_Subiculum_Postsubiculum_Entorhinal_Fibcd1-Dcn-Cbln1-Ptgfr-Fezf2,5-13,Neuron.Slc17a7.Ptgfr,43
388,P60Hippocampus,5,Neuron_CA1_Subiculum_Postsubiculum_Entorhinal_Fibcd1-Dcn-Cbln1-Ptgfr-Fezf2,5-14,Neuron.Slc17a7.Fezf2-Efna5,689
389,P60Hippocampus,5,Neuron_CA1_Subiculum_Postsubiculum_Entorhinal_Fibcd1-Dcn-Cbln1-Ptgfr-Fezf2,5-15,Neuron.Slc17a7.Fezf2-Rxfp1,327
390,P60Hippocampus,6,Neuron_CA2CA3_Pvrl3-Rgs15-Calb2,6-1,Neuron.Slc17a7.Pvrl3-Nos1,5063
391,P60Hippocampus,6,Neuron_CA2CA3_Pvrl3-Rgs15-Calb2,6-2,Neuron.Slc17a7.Pvrl3-Grm5,243
392,P60Hippocampus,6,Neuron_CA2CA3_Pvrl3-Rgs15-Calb2,6-3,Neuron.Slc17a7.Pvrl3-St18,649
393,P60Hippocampus,6,Neuron_CA2CA3_Pvrl3-Rgs15-Calb2,6-4,Neuron.Slc17a7.Rgs14,330
394,P60Hippocampus,6,Neuron_CA2CA3_Pvrl3-Rgs15-Calb2,6-5,Neuron.Slc17a7.Calb2-Vgll3,114
395,P60Hippocampus,6,Neuron_CA2CA3_Pvrl3-Rgs15-Calb2,6-6,Neuron.Slc17a7.Calb2-Adcyap1,416
396,P60Hippocampus,6,Neuron_CA2CA3_Pvrl3-Rgs15-Calb2,6-7,Neuron.Slc17a7.Pvrl3-Inhba,246
397,P60Hippocampus,6,Neuron_CA2CA3_Pvrl3-Rgs15-Calb2,6-8,Neuron.Slc17a7.Pvrl3-Fos,71
398,P60Hippocampus,7,Astrocyte_Gja1,7-1,Astrocyte.Gja1.Nnat,6767
399,P60Hippocampus,7,Astrocyte_Gja1,7-2,Astrocyte.Gja1.Myoc,491
400,P60Hippocampus,7,Astrocyte_Gja1,7-3,Astrocyte.Gja1.Fabp7,245
401,P60Hippocampus,8,Oligodendrocyte_Tfr,8-1,Oligodendrocyte.Trf.Plin3,556
402,P60Hippocampus,8,Oligodendrocyte_Tfr,8-2,Oligodendrocyte.Trf.Ndrg2,227
403,P60Hippocampus,8,Oligodendrocyte_Tfr,8-3,Oligodendrocyte.Trf.Il33,1100
404,P60Hippocampus,8,Oligodendrocyte_Tfr,8-4,Oligodendrocyte.Trf.Man1a,292
405,P60Hippocampus,8,Oligodendrocyte_Tfr,8-5,Oligodendrocyte.Trf.Ctps,21
406,P60Hippocampus,9,Polydendrocyte_Tnr,9-1,Polydendrocyte.Tnr.Pdgfa,208
407,P60Hippocampus,9,Polydendrocyte_Tnr,9-2,Polydendrocyte.Tnr.Bmp4,155
408,P60Hippocampus,9,Polydendrocyte_Tnr,9-3,Polydendrocyte.Tnr.Cspg5,387
409,P60Hippocampus,9,Polydendrocyte_Tnr,9-4,Polydendrocyte.Tnr.Ptprz1,296
410,P60Hippocampus,10,Microglia_Macrophage_C1qb,10-1,Microglia.C1qb.Tmem119,467
411,P60Hippocampus,10,Microglia_Macrophage_C1qb,10-2,Macrophage.C1qb.Mrc1,78
412,P60Hippocampus,11,Ependymal_Ccdc153,11-1,Ependymal.Ccdc153,337
413,P60Hippocampus,12,Choroid_Plexus_Ttr,12-1,Choroid_Plexus.Ttr,22
414,P60Hippocampus,13,Neurogenesis_Sox4,13-1,Neurogenesis.Sox4.Efhd2,75
415,P60Hippocampus,13,Neurogenesis_Sox4,13-2,Neurogenesis.Sox4.Hist1h2al,110
416,P60Hippocampus,13,Neurogenesis_Sox4,13-3,Neurogenesis.Sox4.Cdc20,41
417,P60Hippocampus,13,Neurogenesis_Sox4,13-4,Neurogenesis.Sox4.Gad2,21
418,P60Hippocampus,13,Neurogenesis_Sox4,13-5,Neurogenesis.Sox4.Gabra5,130
419,P60Hippocampus,13,Neurogenesis_Sox4,13-6,Neurogenesis.Sox4.Ppp2r2b,81
420,P60Hippocampus,14,Neuron_CajalRetzius_Lhx1,14-1,Neuron.Slc17a6.Lhx1,336
421,P60Hippocampus,15,Endothelial_Stalk_Flt1,15-1,Endothelial_Stalk.Flt1.Cdkn2b,1816
422,P60Hippocampus,15,Endothelial_Stalk_Flt1,15-2,Endothelial_Stalk.Flt1.Lcn2,87
423,P60Hippocampus,16,Mural_Rgs5Acta2,16-1,Mural.Rgs5Acta2.Cnn1,332
424,P60Hippocampus,16,Mural_Rgs5Acta2,16-2,Mural.Rgs5Acta2.Ccnd1,222
425,P60Hippocampus,16,Mural_Rgs5Acta2,16-3,Mural.Rgs5Acta2.Kcnj8,118
426,P60Hippocampus,16,Mural_Rgs5Acta2,16-4,Mural.Rgs5Acta2.Col3a1,33
427,P60Hippocampus,17,Endothelial_Tip_Dcn,17-1,Endothelial_Tip.Dcn.Rbp4,148
428,P60Hippocampus,17,Endothelial_Tip_Dcn,17-2,Endothelial_Tip.Dcn.Agt,19
429,P60Hippocampus,17,Endothelial_Tip_Dcn,17-3,Endothelial_Tip.Dcn.Mgp,69
430,P60Hippocampus,17,Endothelial_Tip_Dcn,17-4,Endothelial_Tip.Dcn.Il33,60
431,P60Hippocampus,18,Tcell_Ccl5,NA,NA,NA
432,P60Hippocampus,19,Choroid_Plexus_Coch,NA,NA,NA
433,P60Hippocampus,20,RBC_Hbb-bs,NA,NA,NA
434,P60Hippocampus,21,Bcell_Cd74,NA,NA,NA
435,P60Hippocampus,22,Tcell_Ccl4,NA,NA,NA
436,P60Striatum,1,Ependyma_Ccdc153,1-1,Ependyma_Ccdc153.Ccdc153,257
437,P60Striatum,2,Neurogenesis_Sox4,2-1,Neurogenesis.Sox4.Ung,139
438,P60Striatum,2,Neurogenesis_Sox4,2-2,Neurogenesis.Sox4.Stmn2,78
439,P60Striatum,2,Neurogenesis_Sox4,2-3,Neurogenesis.Sox4.Tuba1c,128
440,P60Striatum,2,Neurogenesis_Sox4,2-4,Neurogenesis.Sox4.Stmn2-Csrp2,69
441,P60Striatum,2,Neurogenesis_Sox4,2-5,Neurogenesis.Sox4.Hist1h2al,189
442,P60Striatum,2,Neurogenesis_Sox4,2-6,Neurogenesis.Sox4.Notum,53
443,P60Striatum,3,Oligodendrocytes_Tfr,3-1,Oligodendrocyte.Trf.Klk6,383
444,P60Striatum,3,Oligodendrocytes_Tfr,3-2,Oligodendrocyte.Trf.Il33,1067
445,P60Striatum,3,Oligodendrocytes_Tfr,3-3,Oligodendrocyte.Trf.Ctps,215
446,P60Striatum,4,Astrocyte_Gja1,4-1,Astrocyte.Gja1.Htra1,1676
447,P60Striatum,4,Astrocyte_Gja1,4-2,Astrocyte.Gja1.Sparc-Car2,450
448,P60Striatum,4,Astrocyte_Gja1,4-3,Astrocyte.Gja1.Notum,201
449,P60Striatum,5,Polydendrocytes_Tnr,5-1,Polydendrocye.Tnr.Cspg5,344
450,P60Striatum,5,Polydendrocytes_Tnr,5-2,Polydendrocye.Tnr.Bmp4,105
451,P60Striatum,5,Polydendrocytes_Tnr,5-3,Polydendrocye.Tnr.Pdgfa,76
452,P60Striatum,5,Polydendrocytes_Tnr,5-4,Polydendrocye.Tnr.Ctps,13
453,P60Striatum,6,Microglia_Macrophage_C1qb,6-1,Macrophage.C1qb.Mrc1,38
454,P60Striatum,6,Microglia_Macrophage_C1qb,6-2,Microglia.C1qb.Tmem119,388
455,P60Striatum,7,Endothelial_Stalk_Flt1,7-1,Endothelial_Stalk.Flt1.Car4,500
456,P60Striatum,7,Endothelial_Stalk_Flt1,7-2,Endothelial_Stalk.Flt1.Gkn3,258
457,P60Striatum,8,Mural_Rgs5Acta2,8-1,Mural.Rgs5Acta2.Olfr558,89
458,P60Striatum,8,Mural_Rgs5Acta2,8-2,Mural.Rgs5Acta2.Cnn1,77
459,P60Striatum,8,Mural_Rgs5Acta2,8-3,Mural.Rgs5Acta2.Ccnd1,118
460,P60Striatum,8,Mural_Rgs5Acta2,8-4,Mural.Rgs5Acta2.Kcnj8,80
461,P60Striatum,8,Mural_Rgs5Acta2,8-5,Mural.Rgs5Acta2.Col3a1,27
462,P60Striatum,9,Endothelial_Tip_Dcn,9-1,Endothelial_Tip.Dcn,110
463,P60Striatum,10,Neuron_dSPN_Drd1,10-1,Neuron.Gad1Gad2.Drd1-Fos,738
464,P60Striatum,10,Neuron_dSPN_Drd1,10-2,Neuron.Gad1Gad2.Drd1-Lypd1,1856
465,P60Striatum,10,Neuron_dSPN_Drd1,10-3,Neuron.Gad1Gad2.Drd1-Pde1a,605
466,P60Striatum,10,Neuron_dSPN_Drd1,10-4,Neuron.Gad1Gad2.Drd1-Nefm,11252
467,P60Striatum,10,Neuron_dSPN_Drd1,10-5,Neuron.Gad1Gad2.Drd1-Cxcl14,292
468,P60Striatum,11,Neuron_iSPN_Adora2a,11-1,Neuron.Gad1Gad2.Adora2a-Nefm,9792
469,P60Striatum,11,Neuron_iSPN_Adora2a,11-2,Neuron.Gad1Gad2.Adora2a-Nnat,1806
470,P60Striatum,11,Neuron_iSPN_Adora2a,11-3,Neuron.Gad1Gad2.Adora2a-Fos,519
471,P60Striatum,12,Interneuron_Chat,12-1,Neuron.Gad1Gad2-Chat-Slc17a8.Chat,160
472,P60Striatum,13,Neuron_SPN_BNST_Amygdala_Otof,13-1,Neuron.Gad1Gad2.Drd1-Tpbg,321
473,P60Striatum,13,Neuron_SPN_BNST_Amygdala_Otof,13-2,Neuron.Gad1Gad2.Drd1-Otof-Sorcs1,274
474,P60Striatum,13,Neuron_SPN_BNST_Amygdala_Otof,13-3,Neuron.Gad1Gad2.Drd1-Otof-Lmo2,189
475,P60Striatum,13,Neuron_SPN_BNST_Amygdala_Otof,13-4,Neuron.Gad1Gad2.Adora2a-Otof,212
476,P60Striatum,13,Neuron_SPN_BNST_Amygdala_Otof,13-5,Neuron.Gad1Gad2.Adora2a-Th,88
477,P60Striatum,13,Neuron_SPN_BNST_Amygdala_Otof,13-6,Neuron.Slc17a6.Oprk1,11
478,P60Striatum,13,Neuron_SPN_BNST_Amygdala_Otof,13-7,Neuron.Slc17a7.Cplx3,25
479,P60Striatum,13,Neuron_SPN_BNST_Amygdala_Otof,13-8,Neuron.Slc17a7.Dkk3,19
480,P60Striatum,13,Neuron_SPN_BNST_Amygdala_Otof,13-9,Neuron.Gad1Gad2.Resp18,118
481,P60Striatum,13,Neuron_SPN_BNST_Amygdala_Otof,13-10,Neuron.Gad1Gad2.Drd1-Nfib,53
482,P60Striatum,13,Neuron_SPN_BNST_Amygdala_Otof,13-11,Neuron.Gad1Gad2.Sgol2a,6
483,P60Striatum,14,Interneuron_Pvalb_Th_Pnoc,14-1,Neuron.Gad1Gad2_Pvalb.Pvalb-Megf11,462
484,P60Striatum,14,Interneuron_Pvalb_Th_Pnoc,14-2,Neuron.Gad1Gad2.Pnoc,15
485,P60Striatum,14,Interneuron_Pvalb_Th_Pnoc,14-3,Neuron.Gad1Gad2.Pvalb-Rgs12,107
486,P60Striatum,14,Interneuron_Pvalb_Th_Pnoc,14-4,Neuron.Gad1Gad2-Th.Trh,102
487,P60Striatum,15,Interneuron_Sst,15-1,Neuron.Gad1Gad2.Chodl,239
488,P60Striatum,16,Outlier_Dmrta1,NA,NA,NA
489,P60Striatum,17,Outlier_Deptor,NA,NA,NA
490,P60Striatum,18,Bcell_Cd74,NA,NA,NA
491,P60Striatum,19,RBC_Hbb-bs,NA,NA,NA
492,P60SubstantiaNigra,1,Neuron_CA3_C1ql3,1-1,Neuron.Slc17a7.C1ql3,36
493,P60SubstantiaNigra,2,Neuron_Rora,2-1,Neuron.Slc17a6,148
494,P60SubstantiaNigra,3,Neuron_Gad2,3-1,Neuron.Gad1Gad2.Nfib-Satb1,108
495,P60SubstantiaNigra,3,Neuron_Gad2,3-2,Neuron.Gad1Gad2.Otx2-Chrna3,70
496,P60SubstantiaNigra,3,Neuron_Gad2,3-3,Neuron.Gad1Gad2.Gad2,875
497,P60SubstantiaNigra,3,Neuron_Gad2,3-4,Neuron.Gad1Gad2.Ndnf,46
498,P60SubstantiaNigra,3,Neuron_Gad2,3-5,Neuron.Gad1Gad2.Rln3,27
499,P60SubstantiaNigra,3,Neuron_Gad2,3-6,Neuron.Slc17a6.Tcf4,144
500,P60SubstantiaNigra,3,Neuron_Gad2,3-7,Neuron.Slc17a6-Gad2-Th.Crhbp,121
501,P60SubstantiaNigra,3,Neuron_Gad2,3-8,Neuron.Gad1Gad2.Gad2-Fos,52
502,P60SubstantiaNigra,3,Neuron_Gad2,3-9,Neuron.Slc17a6.Nts,135
503,P60SubstantiaNigra,3,Neuron_Gad2,3-10,Neuron.Slc17a6.Cacna2d1,641
504,P60SubstantiaNigra,3,Neuron_Gad2,3-11,Neuron.Slc17a6.Shox2,192
505,P60SubstantiaNigra,3,Neuron_Gad2,3-12,Neuron.Slc17a6.Nkx6-1,253
506,P60SubstantiaNigra,3,Neuron_Gad2,3-13,Neuron.Gad1Gad2.Sema3e,453
507,P60SubstantiaNigra,3,Neuron_Gad2,3-14,Neuron.Gad1Gad2.Ttn,315
508,P60SubstantiaNigra,3,Neuron_Gad2,3-15,Neuron.Slc17a6.C1ql2,378
509,P60SubstantiaNigra,3,Neuron_Gad2,3-16,Neuron.Gad1Gad2.Gad2-Kcnc3,128
510,P60SubstantiaNigra,3,Neuron_Gad2,3-17,Neuron.Gad1Gad2.Sema3e-Kcng4,80
511,P60SubstantiaNigra,3,Neuron_Gad2,3-18,Neuron.Gad1Gad2.Pax5,437
512,P60SubstantiaNigra,3,Neuron_Gad2,3-19,Neuron.Gad1Gad2.Tmem132c,86
513,P60SubstantiaNigra,4,Neuron_Th,4-1,Neuron.Th-Slc17a6-Lpl,98
514,P60SubstantiaNigra,4,Neuron_Th,4-2,Neuron.Th.Cbln1,55
515,P60SubstantiaNigra,4,Neuron_Th,4-3,Neuron.Th.Cyp26b1,87
516,P60SubstantiaNigra,4,Neuron_Th,4-4,Neuron.Th.C1ql3,63
517,P60SubstantiaNigra,4,Neuron_Th,4-5,Neuron.Th.Vcan,108
518,P60SubstantiaNigra,4,Neuron_Th,4-6,Neuron.Th.Cadm2,11
519,P60SubstantiaNigra,4,Neuron_Th,4-7,Neuron.Th.Nefl,116
520,P60SubstantiaNigra,4,Neuron_Th,4-8,Neuron.Th.Aldh1a1,166
521,P60SubstantiaNigra,4,Neuron_Th,4-9,Neuron.Th.Grin2c,159
522,P60SubstantiaNigra,5,Polydendrocyte_Tnr,5-1,Polydendrocyte.Tnr.Bmp4,77
523,P60SubstantiaNigra,5,Polydendrocyte_Tnr,5-2,Polydendrocyte.Tnr.Tmem2,115
524,P60SubstantiaNigra,5,Polydendrocyte_Tnr,5-3,Polydendrocyte.Tnr.Opalin,72
525,P60SubstantiaNigra,6,Polydendrocyte_Cacng4,6-1,Polydendrocyte.Tnr.Cspg5,40
526,P60SubstantiaNigra,6,Polydendrocyte_Cacng4,6-2,Polydendrocyte.Tnr.Cspg5-Dad1,108
527,P60SubstantiaNigra,7,Astrocyte_Gja1,7-1,Astrocyte.Gja1.Myoc,134
528,P60SubstantiaNigra,7,Astrocyte_Gja1,7-2,Astrocyte.Gja1.Cst3,1146
529,P60SubstantiaNigra,7,Astrocyte_Gja1,7-3,Astrocyte.Gja1.Igfbp2,31
530,P60SubstantiaNigra,8,Ependyma_Ccdc153,8-1,Ependyma.Ccdc153,24
531,P60SubstantiaNigra,9,Microglia_Macrophage_C1qb,9-1,Macrophage.C1qb.Mrc1,80
532,P60SubstantiaNigra,9,Microglia_Macrophage_C1qb,9-2,Microglia.C1qb.Tmem119,20
533,P60SubstantiaNigra,10,Oligodendrocyte_Tfr,10-1,Oligodendrocyte.Tfr.Slco3a1,3681
534,P60SubstantiaNigra,10,Oligodendrocyte_Tfr,10-2,Oligodendrocyte.Tfr.Plin3,1060
535,P60SubstantiaNigra,10,Oligodendrocyte_Tfr,10-3,Oligodendrocyte.Tfr.Ndrg2,533
536,P60SubstantiaNigra,10,Oligodendrocyte_Tfr,10-4,Oligodendrocyte.Tfr.Il33,3603
537,P60SubstantiaNigra,10,Oligodendrocyte_Tfr,10-5,Oligodendrocyte.Tfr.Ctps,481
538,P60SubstantiaNigra,11,Oligodendrocyte_Mbp,11-1,Oligodendrocyte.Tnr.Rps24,177
539,P60SubstantiaNigra,12,Endothelial_Stalk_Flt1,12-1,Endothelial_Stalk.Flt1.Cdkn1c,811
540,P60SubstantiaNigra,12,Endothelial_Stalk_Flt1,12-2,Endothelial_Stalk.Flt1.Gkn3,31
541,P60SubstantiaNigra,12,Endothelial_Stalk_Flt1,12-3,Endothelial_Stalk.Flt1.Car4,888
542,P60SubstantiaNigra,12,Endothelial_Stalk_Flt1,12-4,Endothelial_Stalk.Flt1.Vwf,352
543,P60SubstantiaNigra,13,Mural_Rgs5Acta2,13-1,Mural.Rgs5Acta2.Rgs5,222
544,P60SubstantiaNigra,13,Mural_Rgs5Acta2,13-2,Mural.Rgs5Acta2.Kcnj8,35
545,P60SubstantiaNigra,13,Mural_Rgs5Acta2,13-3,Mural.Rgs5Acta2.Cd9,335
546,P60SubstantiaNigra,13,Mural_Rgs5Acta2,13-4,Mural.Rgs5Acta2.Cbr2,110
547,P60SubstantiaNigra,13,Mural_Rgs5Acta2,13-5,Mural.Rgs5Acta2.Fos,57
548,P60SubstantiaNigra,14,Endothelial_Tip_Dcn,14-1,Endothelial_Tip.Dcn.Mgp,98
549,P60SubstantiaNigra,14,Endothelial_Tip_Dcn,14-2,Endothelial_Tip.Dcn.Ifitm1,55
550,P60SubstantiaNigra,14,Endothelial_Tip_Dcn,14-3,Endothelial_Tip.Dcn.Alcam,11
551,P60SubstantiaNigra,15,PBMC_Ccl2,NA,NA,NA
552,P60SubstantiaNigra,16,Neuron_Ucn,NA,NA,NA
553,P60SubstantiaNigra,17,Tcell_Ccl5,NA,NA,NA
554,P60SubstantiaNigra,18,Bcell_Cd74,NA,NA,NA
555,P60SubstantiaNigra,19,Mitosis_MkI67,NA,NA,NA
556,P60SubstantiaNigra,20,RBC_Hbb-bs,NA,NA,NA
557,P60Thalamus,1,Neuron_Habenula_Tac2,1-1,Neuron.Slc17a7.Tac2.Chat,114
558,P60Thalamus,1,Neuron_Habenula_Tac2,1-2,Neuron.Slc17a7.Tac2.Syt15,171
559,P60Thalamus,1,Neuron_Habenula_Tac2,1-3,Neuron.Slc17a7.Tac2.Wif1,188
560,P60Thalamus,1,Neuron_Habenula_Tac2,1-4,Neuron.Slc17a7.Tac2.Htr2c,26
561,P60Thalamus,2,Neuron_Rora,2-1,Neuron.Slc17a6.Rora.Atp2b4,722
562,P60Thalamus,2,Neuron_Rora,2-2,Neuron.Slc17a6.Rora.Nptxr,1544
563,P60Thalamus,2,Neuron_Rora,2-3,Neuron.Slc17a6.Rora.Calca,661
564,P60Thalamus,2,Neuron_Rora,2-4,Neuron.Slc17a6.Rora.Nrp2,1181
565,P60Thalamus,2,Neuron_Rora,2-5,Neuron.Slc17a6.Rora.C1ql2,151
566,P60Thalamus,2,Neuron_Rora,2-6,Neuron.Slc17a6.Rora.Fgf10,680
567,P60Thalamus,2,Neuron_Rora,2-7,Neuron.Slc17a6.Rora.Lypd6,321
568,P60Thalamus,2,Neuron_Rora,2-8,Neuron.Slc17a6.Rora.Cbln2,1781
569,P60Thalamus,2,Neuron_Rora,2-9,Neuron.Slc17a6.Rora.Lrrtm2,332
570,P60Thalamus,2,Neuron_Rora,2-10,Neuron.Slc17a6.Rora.Cacng4,4066
571,P60Thalamus,2,Neuron_Rora,2-11,Neuron.Slc17a6.Rora.Pvalb,3900
572,P60Thalamus,3,Neuron_Gad2-Ahi1,3-1,Neuron.Gad1Gad2.Six3-Adcy1,316
573,P60Thalamus,3,Neuron_Gad2-Ahi1,3-2,Neuron.Gad1Gad2.Six3-Sst,181
574,P60Thalamus,3,Neuron_Gad2-Ahi1,3-3,Neuron.Gad1Gad2.Pou6f2-Pax6,441
575,P60Thalamus,3,Neuron_Gad2-Ahi1,3-4,Neuron.Slc17a6.Pitx2,159
576,P60Thalamus,3,Neuron_Gad2-Ahi1,3-5,Neuron.Gad1Gad2.Chrnb3,198
577,P60Thalamus,3,Neuron_Gad2-Ahi1,3-6,Neuron.Gad1Gad2.Gata3,204
578,P60Thalamus,3,Neuron_Gad2-Ahi1,3-7,Neuron.Slc17a6-Gad1Gad2.Asb4,197
579,P60Thalamus,3,Neuron_Gad2-Ahi1,3-8,Neuron.Gad1Gad2.Col25a1,692
580,P60Thalamus,3,Neuron_Gad2-Ahi1,3-9,Neuron.Slc17a6.Nrgn,226
581,P60Thalamus,3,Neuron_Gad2-Ahi1,3-10,Neuron.Slc17a6.Ebf1,247
582,P60Thalamus,3,Neuron_Gad2-Ahi1,3-11,Neuron.Gad1Gad2.Ttn,69
583,P60Thalamus,4,Endothelial_Stalk_Flt1,4-1,Endothelial_Stalk.Flt1.Gkn3,1473
584,P60Thalamus,4,Endothelial_Stalk_Flt1,4-2,Endothelial_Stalk.Flt1.Pi16,23
585,P60Thalamus,4,Endothelial_Stalk_Flt1,4-3,Endothelial_Stalk.Flt1.Car4,2290
