MGI:97435	brain
MGI:2137225	brain
MGI:2153089	brain
MGI:2146005	brain
MGI:1916075	brain
MGI:1332242	brain
MGI:108005	brain
MGI:2444777	brain
MGI:1920944	brain
MGI:2142824	brain
MGI:102744	brain
MGI:1344417	brain
MGI:1355305	brain
MGI:2661364	brain
MGI:1923646	brain
MGI:2442058	brain
MGI:1278343	brain
MGI:1923447	brain
MGI:109346	brain
MGI:1915289	brain
MGI:1918019	brain
MGI:1926488	brain
MGI:104513	brain
MGI:1914419	brain
MGI:1201386	brain
MGI:2684969	brain
MGI:1914679	brain
MGI:2387618	brain
MGI:1916732	brain
MGI:1919964	brain
MGI:97454	brain
MGI:106586	brain
MGI:1913930	brain
MGI:1891247	brain
MGI:1891061	brain
MGI:97453	brain
MGI:1920334	brain
MGI:1913547	brain
MGI:1913870	brain
MGI:2681880	brain
MGI:1298406	brain
MGI:1298371	brain
MGI:1298367	brain
MGI:1298408	brain
MGI:1298372	brain
MGI:1298370	brain
MGI:1891443	brain
MGI:2136749	brain
MGI:1935212	brain
MGI:1935216	brain
MGI:1935173	brain
MGI:1935197	brain
MGI:1935201	brain
MGI:1935205	brain
MGI:1277958	brain
MGI:1891924	brain
MGI:1918878	brain
MGI:1922394	brain
MGI:1922523	brain
MGI:104628	brain
MGI:5568841	brain
MGI:1929646	brain
MGI:2676330	brain
MGI:2181434	brain
MGI:1916020	brain
MGI:894645	brain
MGI:2154240	brain
MGI:97722	brain
MGI:2180565	brain
MGI:1921903	brain
MGI:1921138	brain
MGI:1916267	brain
MGI:2684822	brain
MGI:5477181	brain
MGI:97813	brain
MGI:1915209	brain
MGI:1917158	brain
MGI:1929945	brain
MGI:2441753	brain
MGI:1913929	brain
MGI:894315	brain
MGI:2444365	brain
MGI:1924550	brain
MGI:2149960	brain
MGI:1330842	brain
MGI:109137	brain
MGI:1333849	brain
MGI:104605	brain
MGI:1913954	brain
MGI:1098653	brain
MGI:102581	brain
MGI:103021	brain
MGI:1919402	brain
MGI:106028	brain
MGI:1931553	brain
MGI:1926078	brain
MGI:3580237	brain
MGI:1338755	brain
MGI:2443787	brain
MGI:1914489	brain
MGI:102788	brain
MGI:1914275	brain
MGI:98002	brain
MGI:1309526	brain
MGI:3630308	brain
MGI:103040	brain
MGI:2685231	brain
MGI:1915295	brain
MGI:1920420	brain
MGI:2441827	brain
MGI:1921730	brain
MGI:2448542	brain
MGI:2444815	brain
MGI:1924486	brain
MGI:2687406	brain
MGI:1924066	brain
MGI:3616084	brain
MGI:2384805	brain
MGI:1890404	brain
MGI:1919157	brain
MGI:2443496	brain
MGI:2155278	brain
MGI:1915350	brain
MGI:2138297	brain
MGI:3613677	brain
MGI:2671987	brain
MGI:1930016	brain
MGI:2146080	brain
MGI:1919805	brain
MGI:1353606	brain
MGI:2685542	brain
MGI:2137907	brain
MGI:2385330	brain
MGI:2446181	brain
MGI:1351896	brain
MGI:2145448	brain
MGI:3819546	brain
MGI:4358283	brain
MGI:3510326	brain
MGI:1924427	brain
MGI:1914879	brain
MGI:1926232	brain
MGI:104896	brain
MGI:109243	brain
MGI:1923560	brain
MGI:2385007	brain
MGI:2444363	brain
MGI:1915205	brain
MGI:1919445	brain
MGI:2138351	brain
MGI:1916466	brain
MGI:2143691	brain
MGI:1921694	brain
MGI:2672878	brain
MGI:1919090	brain
MGI:1195972	brain
MGI:1922873	brain
MGI:1924261	brain
MGI:2159210	brain
MGI:1346044	brain
MGI:1341295	brain
MGI:1341296	brain
MGI:1932411	brain
MGI:2685490	brain
MGI:1920232	brain
MGI:2147713	brain
MGI:2685374	brain
MGI:1919899	brain
MGI:98788	brain
MGI:1345190	brain
MGI:1923760	brain
MGI:2384311	brain
MGI:2442530	brain
MGI:98848	brain
MGI:1917997	brain
MGI:1914375	brain
MGI:1915577	brain
MGI:2444588	brain
MGI:1920551	brain
MGI:1921294	brain
MGI:1194921	brain
MGI:2141418	brain
MGI:2443657	brain
MGI:1921487	brain
MGI:1196293	brain
MGI:108278	brain
MGI:1934835	brain
MGI:1860283	brain
MGI:1276123	brain
MGI:1914740	brain
MGI:109522	brain
MGI:1921622	brain
MGI:1919936	brain
MGI:1919230	brain
MGI:1313276	brain
MGI:2444826	brain
MGI:1349450	brain
MGI:1343180	brain
MGI:109272	brain
MGI:2159453	brain
MGI:3704286	brain
MGI:3033481	brain
MGI:1913451	brain
MGI:3041229	brain
MGI:2443143	brain
MGI:1919070	brain
MGI:1891749	brain
MGI:3605071	brain
MGI:1919824	brain
MGI:3620246	brain
MGI:2686052	brain
MGI:1915740	brain
MGI:2442338	brain
MGI:2448537	brain
MGI:1196246	brain
MGI:1921714	brain
MGI:2137706	heart
MGI:1919418	heart
MGI:2685921	heart
MGI:2685175	heart
MGI:1298375	heart
MGI:2144842	heart
MGI:2685199	heart
MGI:104571	heart
MGI:1916421	heart
MGI:2385878	heart
MGI:1196315	heart
MGI:107975	heart
MGI:1921256	heart
MGI:99870	heart
MGI:1349385	heart
MGI:1913687	heart
MGI:2384150	heart
MGI:3645721	heart
MGI:1920374	heart
MGI:1918309	heart
MGI:104667	heart
MGI:96664	heart
MGI:1928743	heart
MGI:1891125	heart
MGI:2687399	heart
MGI:2384976	heart
MGI:1933993	heart
MGI:2153183	heart
MGI:1924937	heart
MGI:1925517	heart
MGI:2448063	heart
MGI:2685551	heart
MGI:3642848	heart
MGI:3783373	heart
MGI:2676883	heart
MGI:3718461	heart
MGI:1927340	heart
MGI:1916003	heart
MGI:97368	heart
MGI:3030711	heart
MGI:1337113	heart
MGI:2388285	heart
MGI:1923392	heart
MGI:107172	heart
MGI:2448514	heart
MGI:3588214	heart
MGI:98247	heart
MGI:102965	heart
MGI:894668	heart
MGI:1933549	heart
MGI:2442764	heart
MGI:1328311	heart
MGI:1914240	heart
MGI:2384577	heart
MGI:3036269	heart
MGI:3612190	heart
MGI:3512453	kidney
MGI:1916154	kidney
MGI:2444031	kidney
MGI:102845	kidney
MGI:1919191	kidney
MGI:1930643	kidney
MGI:2148742	kidney
MGI:2443075	kidney
MGI:1925246	kidney
MGI:2183535	kidney
MGI:2652871	kidney
MGI:2387177	kidney
MGI:2663985	kidney
MGI:2444612	kidney
MGI:1335098	kidney
MGI:1891725	kidney
MGI:3629597	kidney
MGI:1914223	kidney
MGI:2385039	kidney
MGI:2444584	kidney
MGI:1913353	kidney
MGI:1917378	kidney
MGI:1921340	kidney
MGI:1915621	kidney
MGI:1934659	kidney
MGI:1921588	kidney
MGI:1923000	kidney
MGI:108114	kidney
MGI:2443672	kidney
MGI:1859559	kidney
MGI:2442751	kidney
MGI:2159410	kidney
MGI:2442940	kidney
MGI:1888707	kidney
MGI:2144518	kidney
MGI:1921301	kidney
MGI:1928483	kidney
MGI:1098708	kidney
MGI:3041254	kidney
MGI:2144726	kidney
MGI:2157899	kidney
MGI:2442838	kidney
MGI:3513175	kidney
MGI:98812	kidney
MGI:2140794	kidney
MGI:1351619	liver
MGI:1914381	liver
MGI:1329033	liver
MGI:98229	liver
MGI:87878	liver
MGI:88058	liver
MGI:2444921	liver
MGI:1915566	liver
MGI:88081	liver
MGI:2182073	liver
MGI:2668347	liver
MGI:88237	liver
MGI:101774	liver
MGI:1915500	liver
MGI:1859834	liver
MGI:88563	liver
MGI:1919834	liver
MGI:88589	liver
MGI:105055	liver
MGI:106099	liver
MGI:106091	liver
MGI:2142979	liver
MGI:2652816	liver
MGI:1914978	liver
MGI:99481	liver
MGI:1926188	liver
MGI:95498	liver
MGI:2179523	liver
MGI:2679256	liver
MGI:108076	liver
MGI:1276578	liver
MGI:1927655	liver
MGI:2385078	liver
MGI:2385254	liver
MGI:2153530	liver
MGI:2685722	liver
MGI:3613460	liver
MGI:96234	liver
MGI:107657	liver
MGI:96461	liver
MGI:1928895	liver
MGI:96618	liver
MGI:1336161	liver
MGI:96216	liver
MGI:2443667	liver
MGI:1261780	liver
MGI:3583946	liver
MGI:3718517	liver
MGI:1914690	liver
MGI:99837	liver
MGI:97235	liver
MGI:3709615	liver
MGI:1924164	liver
MGI:3705235	liver
MGI:3651981	liver
MGI:105983	liver
MGI:1925427	liver
MGI:97443	liver
MGI:97577	liver
MGI:2682298	liver
MGI:2447303	liver
MGI:87854	liver
MGI:1195275	liver
MGI:1927498	liver
MGI:2148796	liver
MGI:1350927	liver
MGI:98222	liver
MGI:98223	liver
MGI:2448363	liver
MGI:2445363	liver
MGI:96051	liver
MGI:2443256	liver
MGI:1351314	liver
MGI:1347100	liver
MGI:98385	liver
MGI:99515	liver
MGI:98487	liver
MGI:1343262	liver
MGI:1916125	liver
MGI:2385244	liver
MGI:2675303	liver
MGI:1333803	liver
MGI:1918576	liver
MGI:1914500	liver
MGI:2143535	liver
MGI:1916818	liver
MGI:103569	liver
MGI:1917047	lung
MGI:1922754	lung
MGI:1914733	lung
MGI:4437729	lung
MGI:3605549	lung
MGI:3618288	lung
MGI:1913363	lung
MGI:2145508	lung
MGI:1916947	lung
MGI:1918134	lung
MGI:2685018	lung
MGI:98260	lung
MGI:1922806	lung
MGI:1921425	lung
MGI:1918478	lung
MGI:1922290	lung
MGI:1921405	lung
MGI:3588213	lung
MGI:2445194	lung
MGI:1914180	lung
MGI:95901	lung
MGI:1926158	lung
MGI:1922168	lung
MGI:2429603	lung
MGI:1306802	lung
MGI:2441659	lung
MGI:2676885	lung
MGI:3619267	lung
MGI:3619441	lung
MGI:5562755	lung
MGI:3618732	lung
MGI:2676824	lung
MGI:1925841	lung
MGI:2676831	lung
MGI:2676835	lung
MGI:3619066	lung
MGI:3619118	lung
MGI:3619322	lung
MGI:3619340	lung
MGI:3619355	lung
MGI:1922140	lung
MGI:1922745	lung
MGI:1917363	lung
MGI:1913862	lung
MGI:2137624	lung
MGI:1859617	lung
MGI:894835	lung
MGI:109518	lung
MGI:98285	lung
MGI:1922423	lung
MGI:1858259	lung
MGI:2450877	lung
MGI:1914760	lung
MGI:1921633	lung
MGI:2685478	lung
MGI:1916626	lung
MGI:3026972	musculature
MGI:2179942	musculature
MGI:88088	musculature
MGI:88089	musculature
MGI:1933765	musculature
MGI:1891414	musculature
MGI:2685953	musculature
MGI:2443569	musculature
MGI:1925999	musculature
MGI:1913096	musculature
MGI:3043381	musculature
MGI:3619420	musculature
MGI:3643515	musculature
MGI:1306816	musculature
MGI:1926594	musculature
MGI:1334433	musculature
MGI:1924233	musculature
MGI:2385317	musculature
MGI:1915746	musculature
MGI:1921344	musculature
MGI:1919383	musculature
MGI:1919654	musculature
MGI:1914202	pancreas
MGI:1328307	pancreas
MGI:2664636	pancreas
MGI:1913690	pancreas
MGI:1915118	pancreas
MGI:3646757	pancreas
MGI:88421	pancreas
MGI:3617840	pancreas
MGI:106381	pancreas
MGI:1918973	pancreas
MGI:2447772	pancreas
MGI:95543	pancreas
MGI:1098221	pancreas
MGI:1914943	pancreas
MGI:2142973	pancreas
MGI:1917611	pancreas
MGI:1924155	pancreas
MGI:2448588	pancreas
MGI:1915815	pancreas
MGI:1916686	pancreas
MGI:1913296	pancreas
MGI:2449980	pancreas
MGI:1914961	pancreas
MGI:1920460	pancreas
MGI:87920	pancreas
MGI:1336202	pancreas
MGI:109584	pancreas
MGI:98839	pancreas
MGI:1347070	pancreas
MGI:1350917	pancreas
MGI:1333818	pancreas
MGI:2137361	pancreas
MGI:1920181	pancreas
MGI:1914125	pancreas
MGI:1915438	pancreas
MGI:1913519	pancreas
MGI:1930958	pancreas
MGI:102756	pancreas
MGI:1915862	pancreas
MGI:1289301	pancreas
MGI:1915140	pancreas
MGI:1916977	pancreas
MGI:1920924	pancreas
MGI:1919600	pancreas
MGI:1916270	pancreas
MGI:1916946	skin
MGI:87853	skin
MGI:2385089	skin
MGI:3505689	skin
MGI:2681008	skin
MGI:1270845	skin
MGI:1914730	skin
MGI:109401	skin
MGI:1096878	skin
MGI:1351612	skin
MGI:2675345	skin
MGI:2385199	skin
MGI:3649222	skin
MGI:1355307	skin
MGI:2444913	skin
MGI:1918093	skin
MGI:1309993	skin
MGI:2146034	skin
MGI:2385030	skin
MGI:2149248	skin
MGI:1859268	skin
MGI:109362	skin
MGI:1354758	skin
MGI:1925164	skin
MGI:1855691	skin
MGI:99456	skin
MGI:95495	skin
MGI:2444084	skin
MGI:1891830	skin
MGI:1919799	skin
MGI:1338849	skin
MGI:1915304	skin
MGI:3650151	skin
MGI:3649262	skin
MGI:1919682	skin
MGI:1330343	skin
MGI:3045213	skin
MGI:2146189	skin
MGI:104709	skin
MGI:3039616	skin
